id,gender,area,qualification,income,marital_status,vintage,claim_amount,num_policies,policy,type_of_policy,cltv
353,Female,Urban,High School,5L-10L,1,4,4082,More than 1,B,Platinum,79380
354,Male,Urban,Bachelor,5L-10L,1,5,3800,1,B,Silver,99168
355,Female,Urban,High School,2L-5L,1,1,8467,More than 1,B,Gold,142992
356,Female,Urban,High School,5L-10L,0,4,0,1,A,Platinum,58044
357,Male,Urban,Bachelor,5L-10L,1,6,9021,More than 1,B,Platinum,103452
358,Male,Rural,High School,More than 10L,0,4,4604,1,A,Platinum,34536
359,Male,Urban,High School,5L-10L,0,7,3078,More than 1,B,Platinum,66684
360,Female,Rural,Bachelor,5L-10L,0,4,0,More than 1,A,Silver,163212
361,Female,Urban,Bachelor,2L-5L,1,4,6312,More than 1,A,Silver,167340
362,Female,Urban,Bachelor,5L-10L,0,2,5683,1,A,Platinum,67200
363,Female,Urban,Bachelor,2L-5L,1,0,4328,1,A,Gold,31032
364,Male,Urban,Bachelor,5L-10L,0,5,13268,1,A,Platinum,103632
365,Male,Rural,Bachelor,5L-10L,1,6,0,More than 1,A,Silver,62940
366,Male,Urban,High School,5L-10L,1,5,6261,More than 1,A,Gold,262476
367,Male,Urban,High School,More than 10L,1,8,4034,More than 1,A,Gold,58428
368,Male,Urban,High School,5L-10L,1,4,2315,1,B,Silver,39108
369,Female,Rural,High School,More than 10L,1,5,6227,1,A,Gold,33144
370,Male,Urban,High School,2L-5L,0,6,5375,More than 1,A,Platinum,68448
371,Female,Urban,High School,5L-10L,1,6,3841,More than 1,B,Platinum,97368
372,Male,Rural,Bachelor,2L-5L,1,4,0,1,B,Silver,59292
373,Female,Urban,High School,5L-10L,1,6,3899,More than 1,A,Silver,65736
374,Male,Urban,High School,5L-10L,0,2,4626,More than 1,A,Platinum,246084
375,Male,Urban,High School,2L-5L,1,3,6250,More than 1,A,Platinum,251196
376,Female,Urban,High School,2L-5L,1,4,4433,1,A,Gold,31476
377,Female,Urban,High School,5L-10L,1,6,0,1,A,Platinum,35220
378,Male,Rural,High School,5L-10L,0,4,0,1,A,Platinum,29124
379,Male,Rural,High School,2L-5L,0,4,2730,More than 1,A,Silver,120708
380,Male,Urban,Bachelor,2L-5L,1,1,4328,More than 1,A,Platinum,57444
381,Female,Urban,Bachelor,5L-10L,1,7,4053,More than 1,A,Platinum,73344
382,Female,Urban,Others,5L-10L,0,5,5556,1,A,Silver,38112
383,Male,Rural,High School,5L-10L,0,3,2855,More than 1,A,Silver,107484
384,Female,Urban,High School,2L-5L,0,6,5926,More than 1,A,Platinum,76920
385,Male,Urban,High School,More than 10L,1,8,5532,More than 1,A,Platinum,223908
386,Male,Urban,High School,5L-10L,0,5,16127,More than 1,A,Gold,141156
387,Female,Urban,High School,More than 10L,0,4,5133,More than 1,A,Gold,64896
388,Male,Rural,High School,2L-5L,0,5,3840,More than 1,A,Platinum,29940
389,Female,Rural,High School,More than 10L,1,6,0,More than 1,A,Platinum,66888
390,Female,Urban,High School,5L-10L,1,5,0,More than 1,A,Platinum,94872
391,Male,Urban,High School,5L-10L,1,4,4548,More than 1,A,Silver,72708
392,Female,Urban,High School,2L-5L,1,6,6560,More than 1,B,Platinum,66132
393,Male,Urban,Bachelor,5L-10L,1,5,3175,1,A,Gold,64992
394,Female,Urban,High School,2L-5L,1,6,6816,1,B,Platinum,34512
395,Female,Urban,Bachelor,5L-10L,0,7,4593,More than 1,A,Platinum,274596
396,Female,Urban,Bachelor,2L-5L,0,7,2919,More than 1,B,Silver,67464
397,Female,Urban,Bachelor,5L-10L,1,6,0,1,B,Silver,32892
398,Male,Rural,Others,5L-10L,0,2,0,More than 1,A,Gold,50868
399,Female,Urban,Bachelor,2L-5L,0,2,10379,More than 1,A,Gold,145692
400,Female,Urban,Bachelor,5L-10L,1,1,2013,1,C,Gold,30252
401,Male,Urban,High School,More than 10L,0,4,2562,More than 1,A,Platinum,104976
402,Female,Rural,Bachelor,More than 10L,0,8,0,1,A,Platinum,48300
403,Male,Urban,Bachelor,2L-5L,0,6,0,1,B,Silver,36948
404,Female,Urban,Bachelor,2L-5L,1,5,7462,More than 1,A,Gold,66996
405,Female,Urban,High School,5L-10L,0,1,5860,1,A,Silver,33936
406,Female,Urban,Bachelor,5L-10L,0,5,16511,More than 1,A,Platinum,90432
407,Female,Urban,High School,5L-10L,1,6,2731,1,C,Silver,35400
408,Female,Urban,Bachelor,5L-10L,1,4,6395,1,A,Platinum,29400
409,Female,Urban,Bachelor,More than 10L,1,6,0,More than 1,B,Platinum,111780
410,Female,Rural,High School,5L-10L,1,4,2691,1,A,Platinum,35016
411,Female,Rural,High School,5L-10L,0,0,0,1,B,Platinum,57216
412,Female,Urban,High School,2L-5L,1,7,8275,More than 1,A,Platinum,265716
413,Female,Urban,Bachelor,5L-10L,1,2,0,More than 1,C,Silver,176712
414,Female,Urban,Others,5L-10L,1,3,5067,1,C,Platinum,33204
415,Male,Urban,Bachelor,5L-10L,1,6,5758,More than 1,A,Platinum,352560
416,Female,Urban,High School,5L-10L,0,4,6130,More than 1,B,Silver,297492
417,Male,Urban,High School,5L-10L,1,4,5267,1,A,Gold,34872
418,Female,Urban,High School,5L-10L,0,5,10482,More than 1,A,Platinum,102408
419,Male,Urban,Bachelor,5L-10L,1,7,4111,More than 1,A,Platinum,58464
420,Female,Urban,Bachelor,5L-10L,0,2,5762,More than 1,A,Platinum,113220
421,Male,Urban,Bachelor,2L-5L,1,7,5882,1,A,Platinum,29484
422,Male,Rural,High School,5L-10L,1,0,3290,1,A,Silver,30096
423,Female,Urban,Bachelor,2L-5L,0,8,0,1,B,Platinum,57804
424,Male,Rural,High School,More than 10L,0,7,3571,More than 1,A,Gold,72948
425,Female,Urban,High School,2L-5L,0,7,6809,More than 1,A,Platinum,62268
426,Female,Rural,High School,5L-10L,0,7,2254,More than 1,A,Silver,70104
427,Female,Urban,High School,5L-10L,0,3,6696,1,C,Platinum,98616
428,Female,Urban,High School,5L-10L,0,6,6295,1,A,Silver,102888
429,Male,Urban,Bachelor,5L-10L,1,6,0,1,A,Platinum,55080
430,Female,Urban,Bachelor,More than 10L,1,2,6268,More than 1,A,Silver,276132
431,Male,Urban,Bachelor,5L-10L,1,1,3607,More than 1,A,Platinum,68292
432,Male,Rural,High School,More than 10L,0,6,2916,More than 1,C,Silver,105048
433,Male,Urban,High School,2L-5L,1,5,4132,More than 1,A,Silver,103272
434,Male,Rural,High School,5L-10L,0,1,3311,1,C,Platinum,53892
435,Male,Urban,High School,5L-10L,0,4,4676,More than 1,B,Silver,145320
436,Female,Urban,Bachelor,2L-5L,1,1,5011,More than 1,A,Platinum,66072
437,Male,Urban,Bachelor,5L-10L,1,0,5722,1,A,Silver,37164
438,Male,Urban,Bachelor,5L-10L,0,8,4200,More than 1,B,Platinum,48912
439,Female,Rural,High School,More than 10L,0,5,0,More than 1,B,Platinum,106920
440,Male,Urban,Bachelor,5L-10L,0,6,6176,1,A,Platinum,29772
441,Male,Urban,High School,5L-10L,1,8,5743,1,A,Platinum,181632
442,Male,Urban,High School,2L-5L,1,3,5419,More than 1,B,Silver,65844
443,Female,Urban,High School,5L-10L,1,7,3051,More than 1,B,Gold,70080
444,Male,Rural,Bachelor,5L-10L,1,0,0,More than 1,C,Silver,50376
445,Male,Urban,High School,5L-10L,0,7,10077,More than 1,A,Silver,95316
446,Male,Rural,Bachelor,5L-10L,1,4,2880,More than 1,B,Silver,49644
447,Female,Rural,Bachelor,More than 10L,0,4,0,1,B,Platinum,33816
448,Female,Urban,Bachelor,2L-5L,0,8,5514,More than 1,A,Platinum,195492
449,Female,Rural,High School,5L-10L,1,7,2623,More than 1,B,Platinum,58512
450,Male,Urban,High School,5L-10L,1,6,6362,1,A,Gold,62280
451,Male,Urban,High School,5L-10L,1,8,3860,1,B,Silver,52680
452,Male,Urban,Bachelor,5L-10L,0,7,3711,More than 1,B,Silver,63468
453,Male,Urban,Bachelor,<=2L,1,4,3651,More than 1,A,Platinum,159036
454,Male,Urban,High School,2L-5L,1,2,5404,More than 1,A,Gold,59580
455,Male,Urban,Bachelor,5L-10L,0,0,4913,More than 1,A,Platinum,104868
456,Male,Urban,Bachelor,5L-10L,1,4,7116,More than 1,A,Platinum,70908
457,Female,Urban,Bachelor,5L-10L,0,2,8736,More than 1,A,Platinum,195612
458,Female,Urban,Bachelor,2L-5L,0,6,6386,More than 1,A,Platinum,168204
459,Male,Urban,High School,5L-10L,1,5,5786,More than 1,A,Gold,187872
460,Female,Urban,High School,5L-10L,0,8,6905,More than 1,B,Gold,65004
461,Male,Urban,High School,2L-5L,0,7,5859,1,B,Platinum,30456
462,Male,Rural,Bachelor,5L-10L,0,2,4095,More than 1,B,Silver,57036
463,Male,Rural,Bachelor,More than 10L,1,2,0,1,B,Silver,31860
464,Female,Urban,High School,More than 10L,0,8,5876,More than 1,B,Gold,62184
465,Male,Urban,Bachelor,2L-5L,0,4,5885,More than 1,B,Platinum,63264
466,Male,Urban,High School,<=2L,0,7,5129,More than 1,A,Platinum,82068
467,Male,Urban,Bachelor,More than 10L,1,6,4548,1,A,Platinum,31284
468,Male,Urban,High School,5L-10L,1,8,6292,More than 1,A,Platinum,64488
469,Female,Rural,High School,More than 10L,0,8,0,More than 1,B,Silver,70020
470,Female,Rural,High School,5L-10L,1,6,0,More than 1,B,Gold,60804
471,Male,Urban,High School,5L-10L,1,4,0,1,A,Platinum,65472
472,Male,Urban,Bachelor,2L-5L,1,4,3245,More than 1,A,Platinum,98820
473,Male,Urban,Bachelor,2L-5L,1,5,6662,1,C,Silver,70320
474,Female,Urban,High School,2L-5L,0,2,0,1,B,Platinum,31056
475,Male,Rural,Others,5L-10L,1,4,3200,1,A,Platinum,32760
476,Female,Urban,High School,2L-5L,1,5,7719,More than 1,A,Platinum,64368
477,Female,Urban,High School,5L-10L,0,1,8261,1,C,Platinum,34728
478,Female,Rural,High School,5L-10L,1,5,0,More than 1,A,Silver,70872
479,Female,Rural,Others,5L-10L,0,2,6284,1,C,Silver,55584
480,Male,Urban,Bachelor,5L-10L,1,5,2271,1,A,Gold,34824
481,Male,Urban,Bachelor,2L-5L,0,2,12854,More than 1,A,Platinum,96612
482,Female,Rural,High School,5L-10L,1,5,0,More than 1,A,Platinum,48072
483,Male,Rural,Bachelor,5L-10L,1,4,0,More than 1,A,Platinum,108468
484,Male,Urban,High School,5L-10L,1,5,6133,More than 1,A,Platinum,72936
485,Male,Rural,High School,5L-10L,1,3,0,More than 1,A,Platinum,270168
486,Female,Urban,High School,More than 10L,1,3,6983,More than 1,A,Platinum,65796
487,Male,Urban,Bachelor,2L-5L,0,7,0,1,C,Platinum,35568
488,Female,Urban,High School,5L-10L,1,6,0,More than 1,A,Silver,68100
489,Male,Rural,Bachelor,5L-10L,0,6,4061,More than 1,A,Gold,571416
490,Female,Rural,High School,5L-10L,1,1,3868,More than 1,B,Silver,67728
491,Male,Urban,Bachelor,5L-10L,0,1,2514,More than 1,B,Silver,63252
492,Female,Rural,Bachelor,More than 10L,1,6,2138,More than 1,A,Silver,75984
493,Female,Rural,Bachelor,5L-10L,1,3,0,1,A,Platinum,30768
494,Male,Rural,Bachelor,5L-10L,0,6,6708,More than 1,A,Gold,68808
495,Male,Urban,Bachelor,5L-10L,1,3,3046,More than 1,A,Platinum,55272
496,Male,Urban,Bachelor,2L-5L,0,7,5973,More than 1,A,Platinum,542160
497,Female,Urban,High School,5L-10L,0,0,5944,More than 1,A,Platinum,70968
498,Male,Urban,Others,5L-10L,1,2,5104,1,B,Platinum,36660
499,Female,Urban,High School,2L-5L,0,7,4490,More than 1,A,Platinum,190680
500,Female,Rural,Bachelor,5L-10L,0,6,2822,More than 1,B,Platinum,56328
501,Male,Rural,Bachelor,5L-10L,1,7,0,More than 1,B,Silver,68052
502,Male,Rural,High School,More than 10L,0,2,4597,More than 1,A,Silver,99120
503,Female,Urban,Bachelor,More than 10L,1,4,6061,1,A,Platinum,63900
504,Female,Rural,High School,5L-10L,1,7,2141,More than 1,A,Silver,64788
505,Male,Urban,Bachelor,5L-10L,1,6,10948,More than 1,C,Silver,99744
506,Female,Urban,High School,5L-10L,1,8,2367,More than 1,A,Platinum,111828
507,Female,Urban,High School,5L-10L,0,1,2305,More than 1,C,Platinum,103680
508,Female,Urban,Bachelor,2L-5L,0,4,9321,1,A,Gold,60576
509,Female,Rural,High School,More than 10L,0,1,0,1,A,Silver,61176
510,Male,Rural,High School,5L-10L,1,8,3920,1,B,Platinum,37056
511,Male,Rural,Bachelor,5L-10L,0,8,2650,More than 1,C,Gold,62724
512,Male,Urban,High School,2L-5L,1,2,5430,More than 1,A,Gold,68256
513,Female,Urban,Bachelor,5L-10L,1,6,0,1,A,Platinum,57588
514,Female,Urban,High School,5L-10L,1,6,6196,1,A,Platinum,54372
515,Male,Urban,Bachelor,5L-10L,1,6,0,More than 1,B,Platinum,59424
516,Male,Urban,Bachelor,5L-10L,1,8,2988,More than 1,A,Platinum,108828
517,Female,Urban,High School,5L-10L,0,7,5642,1,B,Platinum,69852
518,Male,Rural,Bachelor,5L-10L,1,3,0,1,B,Platinum,33288
519,Female,Urban,Bachelor,2L-5L,0,6,3793,More than 1,A,Platinum,443220
520,Male,Rural,Bachelor,5L-10L,1,2,0,1,A,Silver,36468
521,Male,Urban,High School,More than 10L,1,6,6668,1,B,Gold,38364
522,Female,Rural,Bachelor,2L-5L,0,7,3849,More than 1,C,Silver,380532
523,Male,Urban,Bachelor,More than 10L,1,5,3799,1,A,Silver,64644
524,Male,Urban,Others,5L-10L,0,4,5221,1,A,Gold,30792
525,Male,Urban,Bachelor,2L-5L,0,6,5482,More than 1,B,Platinum,63804
526,Female,Urban,High School,5L-10L,0,2,8939,More than 1,C,Silver,68772
527,Female,Urban,Bachelor,2L-5L,0,2,6371,More than 1,A,Platinum,56784
528,Female,Urban,Others,5L-10L,1,3,6137,More than 1,A,Platinum,62952
529,Male,Rural,High School,5L-10L,0,8,2537,More than 1,A,Gold,63552
530,Female,Urban,High School,5L-10L,0,6,0,More than 1,B,Platinum,66480
531,Female,Rural,High School,More than 10L,0,6,0,1,B,Platinum,32628
532,Male,Urban,Bachelor,5L-10L,0,0,5321,1,A,Silver,31440
533,Male,Urban,Bachelor,More than 10L,1,5,4245,More than 1,C,Platinum,290376
534,Male,Urban,High School,5L-10L,1,0,0,More than 1,A,Platinum,95724
535,Male,Urban,High School,More than 10L,1,5,2064,More than 1,A,Gold,487428
536,Female,Urban,Bachelor,5L-10L,1,8,4593,1,C,Gold,36720
537,Female,Urban,High School,More than 10L,0,5,7489,More than 1,A,Gold,113964
538,Male,Urban,High School,5L-10L,1,0,0,1,A,Gold,33360
539,Female,Urban,High School,More than 10L,1,8,2811,More than 1,A,Gold,279360
540,Female,Urban,High School,2L-5L,1,8,2501,More than 1,B,Silver,60816
541,Female,Rural,High School,5L-10L,1,4,4289,1,A,Platinum,31416
542,Female,Urban,High School,5L-10L,0,3,6633,More than 1,A,Platinum,112116
543,Male,Urban,Bachelor,5L-10L,0,7,0,More than 1,B,Silver,68436
544,Male,Urban,High School,5L-10L,1,6,17571,1,A,Platinum,120204
545,Male,Urban,High School,5L-10L,1,4,4351,1,A,Platinum,30768
546,Female,Urban,High School,<=2L,0,7,5677,1,A,Platinum,31632
547,Female,Rural,High School,More than 10L,0,0,0,More than 1,A,Gold,321036
548,Male,Urban,Bachelor,More than 10L,0,4,6095,More than 1,A,Platinum,101172
549,Male,Rural,Bachelor,More than 10L,0,6,2055,More than 1,B,Platinum,108528
550,Male,Urban,High School,2L-5L,1,7,4864,More than 1,A,Silver,102708
551,Male,Urban,High School,2L-5L,1,4,10183,More than 1,A,Silver,146328
552,Female,Urban,Bachelor,5L-10L,1,4,5079,1,A,Gold,29172
553,Male,Urban,High School,5L-10L,1,5,3273,More than 1,B,Platinum,64404
554,Female,Rural,High School,5L-10L,1,3,2090,1,B,Platinum,55272
555,Female,Rural,Others,2L-5L,1,2,0,More than 1,B,Silver,109644
556,Male,Urban,High School,5L-10L,1,2,5925,More than 1,B,Platinum,92496
557,Male,Rural,High School,More than 10L,1,5,7409,More than 1,A,Platinum,66372
558,Male,Rural,Bachelor,5L-10L,1,7,0,1,A,Platinum,28716
559,Male,Urban,High School,5L-10L,0,8,0,1,B,Silver,32604
560,Male,Urban,High School,5L-10L,1,6,6785,1,B,Silver,32760
561,Male,Urban,Others,5L-10L,1,2,3617,1,A,Platinum,57108
562,Male,Urban,Bachelor,2L-5L,1,6,0,More than 1,B,Platinum,117288
563,Male,Urban,Bachelor,More than 10L,0,4,0,More than 1,A,Silver,183408
564,Male,Urban,High School,5L-10L,0,8,4173,More than 1,A,Gold,68964
565,Male,Urban,Bachelor,More than 10L,1,0,4159,More than 1,A,Silver,88680
566,Female,Urban,High School,5L-10L,1,7,5925,More than 1,A,Platinum,88068
567,Female,Urban,Bachelor,5L-10L,1,5,6589,More than 1,A,Gold,130464
568,Male,Urban,Others,2L-5L,0,4,7641,More than 1,B,Platinum,65124
569,Female,Rural,High School,2L-5L,1,5,0,1,A,Platinum,33672
570,Male,Urban,Bachelor,2L-5L,1,0,4296,1,A,Silver,33516
571,Female,Urban,Bachelor,5L-10L,1,1,6115,1,B,Gold,34272
572,Male,Rural,High School,More than 10L,1,6,3353,More than 1,A,Gold,54780
573,Male,Urban,High School,5L-10L,1,4,0,1,A,Platinum,30528
574,Female,Urban,High School,2L-5L,1,7,2805,1,A,Platinum,27684
575,Male,Urban,High School,2L-5L,1,4,5076,More than 1,C,Gold,32592
576,Female,Urban,Bachelor,2L-5L,1,6,5690,1,A,Gold,66660
577,Female,Urban,Bachelor,5L-10L,1,5,3751,1,A,Gold,65700
578,Male,Urban,Others,5L-10L,0,6,3781,More than 1,A,Platinum,87276
579,Male,Urban,Bachelor,5L-10L,0,7,0,1,C,Silver,59076
580,Male,Urban,High School,More than 10L,1,7,4284,More than 1,A,Silver,227256
581,Female,Rural,High School,More than 10L,0,6,2730,1,B,Platinum,32796
582,Female,Rural,High School,5L-10L,1,2,2321,More than 1,A,Platinum,60936
583,Female,Urban,High School,2L-5L,1,3,0,More than 1,B,Platinum,150660
584,Male,Rural,Bachelor,5L-10L,1,6,0,1,A,Platinum,29892
585,Female,Urban,High School,<=2L,0,6,3751,More than 1,B,Platinum,128496
586,Male,Urban,Bachelor,More than 10L,0,4,7533,More than 1,A,Gold,69360
587,Male,Urban,Bachelor,5L-10L,1,6,4392,More than 1,A,Gold,460500
588,Male,Urban,Bachelor,5L-10L,0,2,2789,More than 1,A,Platinum,109248
589,Male,Urban,High School,2L-5L,1,1,4116,More than 1,A,Platinum,175620
590,Male,Rural,Bachelor,More than 10L,1,6,0,More than 1,A,Platinum,66744
591,Male,Urban,Bachelor,2L-5L,1,0,8978,More than 1,B,Platinum,63216
592,Male,Rural,Bachelor,5L-10L,1,6,0,More than 1,A,Platinum,110484
593,Male,Urban,High School,2L-5L,0,5,10192,More than 1,A,Platinum,69168
594,Female,Urban,Bachelor,More than 10L,1,4,5565,More than 1,A,Platinum,60816
595,Female,Urban,High School,5L-10L,0,2,6562,More than 1,C,Gold,64548
596,Female,Urban,Bachelor,5L-10L,0,5,5944,More than 1,C,Platinum,169068
597,Male,Rural,Bachelor,5L-10L,1,4,4252,1,A,Platinum,61224
598,Male,Urban,Bachelor,5L-10L,1,7,4389,More than 1,A,Platinum,100548
599,Female,Rural,High School,2L-5L,1,2,2086,More than 1,A,Platinum,107364
600,Female,Urban,High School,5L-10L,0,7,7789,More than 1,B,Platinum,60276
601,Female,Urban,Bachelor,2L-5L,1,8,16518,More than 1,A,Platinum,353376
602,Female,Urban,Bachelor,5L-10L,1,8,4376,1,A,Silver,60504
603,Male,Urban,High School,5L-10L,1,3,3752,More than 1,A,Platinum,165000
604,Female,Urban,High School,5L-10L,1,5,8550,More than 1,A,Platinum,66792
605,Female,Rural,High School,More than 10L,1,2,0,1,A,Platinum,32604
606,Male,Rural,High School,More than 10L,0,7,3003,More than 1,B,Platinum,70320
607,Male,Urban,High School,5L-10L,1,6,6122,More than 1,A,Gold,279036
608,Female,Urban,Bachelor,5L-10L,0,6,3497,1,A,Gold,31464
609,Male,Urban,Bachelor,5L-10L,1,1,6429,More than 1,B,Platinum,64596
610,Male,Urban,Bachelor,5L-10L,0,5,5137,More than 1,A,Platinum,139656
611,Female,Urban,Others,2L-5L,0,2,5640,More than 1,C,Platinum,101520
612,Female,Rural,High School,5L-10L,0,6,0,1,A,Gold,68268
613,Female,Urban,High School,5L-10L,1,8,3845,More than 1,A,Gold,57936
614,Male,Urban,Bachelor,5L-10L,0,3,3872,More than 1,A,Platinum,115104
615,Male,Urban,High School,2L-5L,1,6,5975,More than 1,A,Platinum,71544
616,Male,Urban,Bachelor,5L-10L,0,3,8292,More than 1,A,Silver,633696
617,Female,Urban,Bachelor,5L-10L,0,5,3613,More than 1,B,Silver,325956
618,Female,Urban,High School,2L-5L,1,3,7742,More than 1,A,Silver,68832
619,Female,Urban,Bachelor,2L-5L,1,6,0,More than 1,B,Platinum,208464
620,Male,Urban,High School,5L-10L,0,7,4916,1,B,Platinum,38772
621,Male,Rural,Bachelor,2L-5L,0,5,6274,More than 1,B,Platinum,60852
622,Male,Urban,Bachelor,2L-5L,1,1,8462,More than 1,B,Platinum,110628
623,Female,Rural,High School,5L-10L,1,4,0,1,A,Platinum,58296
624,Male,Urban,High School,5L-10L,1,7,5669,More than 1,B,Silver,64968
625,Female,Rural,Bachelor,5L-10L,0,7,0,More than 1,B,Platinum,109452
626,Male,Urban,Bachelor,5L-10L,1,3,11396,More than 1,A,Platinum,353388
627,Male,Urban,Bachelor,5L-10L,1,1,6302,1,A,Platinum,30108
628,Female,Rural,High School,More than 10L,1,7,0,More than 1,B,Platinum,61488
629,Male,Urban,Bachelor,5L-10L,1,5,0,1,A,Platinum,55956
630,Male,Rural,Bachelor,2L-5L,1,4,0,More than 1,B,Platinum,115188
631,Male,Urban,High School,5L-10L,1,5,4053,1,B,Platinum,33288
632,Male,Urban,High School,5L-10L,0,6,7813,More than 1,A,Silver,147516
633,Female,Urban,Bachelor,2L-5L,1,1,12546,More than 1,C,Platinum,650964
634,Female,Urban,High School,2L-5L,1,7,4116,1,B,Platinum,62640
635,Female,Urban,Bachelor,5L-10L,1,4,3907,1,A,Silver,69804
636,Male,Urban,Others,2L-5L,1,7,0,1,B,Platinum,32196
637,Female,Urban,High School,5L-10L,1,8,5976,More than 1,A,Platinum,67752
638,Male,Rural,High School,More than 10L,0,5,5834,More than 1,A,Silver,101820
639,Male,Urban,Bachelor,5L-10L,1,5,6286,1,A,Silver,35220
640,Female,Urban,Bachelor,5L-10L,1,8,4093,More than 1,A,Platinum,65436
641,Male,Urban,High School,2L-5L,1,3,0,More than 1,B,Gold,305676
642,Female,Rural,High School,More than 10L,1,7,0,1,B,Gold,71604
643,Female,Urban,Bachelor,2L-5L,0,8,3751,More than 1,A,Platinum,215592
644,Male,Urban,High School,2L-5L,0,4,2740,More than 1,B,Silver,64572
645,Male,Urban,Bachelor,2L-5L,1,0,2971,1,A,Platinum,68640
646,Female,Urban,High School,2L-5L,1,1,4894,More than 1,C,Gold,94416
647,Female,Rural,High School,5L-10L,0,7,0,1,C,Platinum,35964
648,Female,Urban,Bachelor,2L-5L,1,1,6900,1,C,Gold,54336
649,Female,Rural,Bachelor,5L-10L,1,3,5606,1,A,Gold,63156
650,Female,Urban,High School,5L-10L,0,3,4118,More than 1,A,Platinum,89196
651,Male,Urban,High School,5L-10L,0,1,16058,More than 1,A,Platinum,331356
652,Female,Urban,High School,2L-5L,0,1,6298,More than 1,A,Platinum,202080
653,Female,Rural,Others,5L-10L,0,8,7460,More than 1,A,Platinum,93936
654,Female,Urban,High School,2L-5L,1,4,5092,More than 1,A,Gold,100200
655,Female,Urban,High School,5L-10L,0,7,6538,More than 1,A,Platinum,53604
656,Male,Urban,High School,2L-5L,0,8,3334,More than 1,B,Silver,56112
657,Male,Urban,High School,<=2L,0,8,6763,More than 1,A,Platinum,277572
658,Male,Urban,Bachelor,5L-10L,0,6,13903,More than 1,A,Silver,284988
659,Female,Urban,Bachelor,2L-5L,0,8,6761,More than 1,A,Platinum,283860
660,Female,Rural,Others,2L-5L,0,3,0,More than 1,B,Platinum,69684
661,Female,Urban,High School,<=2L,1,6,3825,More than 1,A,Silver,62532
662,Female,Urban,High School,5L-10L,0,6,0,1,B,Platinum,96060
663,Female,Rural,Bachelor,5L-10L,1,7,0,1,A,Gold,64380
664,Female,Urban,Bachelor,2L-5L,0,2,3720,More than 1,B,Platinum,157212
665,Male,Urban,High School,2L-5L,0,4,6008,More than 1,A,Gold,104856
666,Female,Urban,Bachelor,More than 10L,1,3,7942,More than 1,A,Gold,298932
667,Male,Urban,High School,2L-5L,1,7,2706,More than 1,B,Silver,338832
668,Male,Urban,Bachelor,5L-10L,1,8,3707,More than 1,B,Platinum,96876
669,Male,Rural,Others,5L-10L,1,3,0,More than 1,A,Platinum,69648
670,Male,Urban,High School,5L-10L,0,6,4206,More than 1,A,Platinum,95232
671,Male,Urban,High School,5L-10L,0,7,3931,More than 1,A,Platinum,64560
